household_id,avg_monthly_consumption,median_monthly_consumption,sd_monthly_consumption,n_months_recorded,n_valid_months,n_zero_months,household_size,average_age,median_age,youngest_age,oldest_age,average_hours_at_home,employed_members,male_members,female_members,head_gender,head_ethnicity,head_religion,head_marital_status,head_education,head_occupation,head_employment_status,total_appliances,total_weekly_hours,refrigerator,electric_iron_including_electric_steam_iron,microwave,electric_cook_tops_induction_cookers_infra_red_cookers_hot_plates,washing_machine,electric_water_heater_to_heat_water_for_drinking_purposes,electric_oven,air_fryer,electric_water_pump,geyser_hot_water_systems_for_bathrooms_which_operate_from_electricity,floor_area,no_of_electricity_meters,own_the_house_or_living_on_rent,type_of_house,socio_economic_class,total_monthly_expenditure_of_last_month,main_material_used_for_walls_of_the_house,main_material_used_for_roof_of_the_house,type_of_electricity_meter,missing_appliance_survey,consumption_outlier,usage_intensity_pc1
ID0073,34.12,31,12.885133552535134,25,25,0,4,32,31.5,12,53,145,1,3,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,Service worker and shop and market sales worker,Own account worker,13,197.726,1,1,0,0,0,0,1,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,30000,Brick,Tile,Non smart meter,FALSE,FALSE,0.36973736978685695
ID0074,44.96,42,17.028114007918393,25,25,0,5,35.4,27,22,53,143,3,3,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,Technician and associate professional,Own account worker,15,222.63,1,1,0,0,1,0,0,0,1,0,3200,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC D,85000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,1.3344149599696236
ID0075,92.88,92,10.333279569752609,25,25,0,5,23.8,14,9,43,113.4,0,3,2,Female,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,6,202.55,1,1,0,0,0,0,0,0,0,0,2000,1,"No, I or any household member does not own or rent this household. We occupy this household without any payment of rent.",Single House - Single Floor,SEC A,35000,Wood / Takaran / Asbestos,Asbestos,Non smart meter,FALSE,FALSE,-0.5046522110619143
ID0076,75.88,68,19.175331374798542,25,25,0,4,25.75,21.5,8,52,113.375,1,2,2,Male,Sri Lankan Moor/Muslim,Islam,Never married,Passed G.C.E.(O/L),Service worker and shop and market sales worker,Private sector employee,6,3.25,0,1,0,0,1,0,0,0,0,0,480,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,25000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-2.3265780679611603
ID0077,131.12,130,32.854882945056026,25,25,0,3,28.333333333333332,34,12,39,127,1,2,1,Male,Sri Lankan Moor/Muslim,Islam,Currently married (customary),Passed Grade 10,Service worker and shop and market sales worker,Private sector employee,12,169.91,1,1,1,0,1,0,1,0,0,0,1190,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,60000,Cement Block,Concrete,Non smart meter,FALSE,FALSE,-0.30030622712109867
ID0078,121.96,120,13.749181793837767,25,25,0,2,71.5,71.5,64,79,168,0,1,1,Male,Malay,Islam,Currently married (registered),Passed G.C.E.(O/L),NA,NA,12,171.55,1,1,0,0,1,0,1,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,40000,Brick,Concrete,Non smart meter,FALSE,FALSE,-0.5888091789376311
ID0079,244.6,218,57.35053036662637,25,25,0,6,36.5,35.5,1,76,157.33333333333334,1,3,3,Male,Sinhala,Buddhism,Currently married (registered),PhD,NA,NA,21,263.5,1,1,1,0,1,0,0,0,0,0,1800,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,200000,Brick,Concrete,Smart meter,FALSE,FALSE,2.655119661101528
ID0081,152,158,37.242448899072144,25,25,0,5,32.8,25,16,52,98.4,2,3,2,Male,Sinhala,Buddhism,Currently married (registered),Passed post Graduate Degree / Diploma,Professional,Private sector employee,19,229,1,1,0,1,1,0,0,1,0,0,1800,2,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,150000,Brick,Concrete,Smart meter,FALSE,FALSE,1.7782902843283312
ID0082,59.52,55,27.1969973832897,25,25,0,5,19.8,9,3,41,24,2,3,2,Male,Sinhala,Buddhism,Currently married (customary),Passed Degree / Diploma,Service worker and shop and market sales worker,Semi government employee,31,54.25,1,1,1,0,1,1,1,0,1,0,300,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,150000,Cement Block,Concrete,Smart meter,FALSE,FALSE,1.1109725895118796
ID0083,180.04,173,31.70105150727128,25,25,0,2,70,70,64,76,168,0,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,26,186.15,1,1,1,1,1,0,1,0,0,1,3500,1,"Yes, I or a household member owns it.",Single House - More than 2 floors,SEC A,150000,Brick,Concrete,Smart meter,FALSE,FALSE,2.8011134238039284
ID0084,141.76,142,14.60388076277444,25,25,0,8,49.625,56.5,7,76,145.75,2,4,4,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Professional,Private sector employee,23,267.08,1,1,0,0,1,0,0,0,0,1,1200,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,100000,Brick,Asbestos,Smart meter,FALSE,FALSE,1.487893062292783
ID0085,114.6,115,13.428824718989125,25,25,0,5,33,39,1,71,132.8,0,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Professional,Government employee,7,192.9,1,1,0,0,0,0,0,0,0,0,216,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,110000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-0.428346976546796
ID0086,92.48,91,7.500666637039671,25,25,0,4,48.5,50,30,64,131.5,2,2,2,Male,Sinhala,Buddhism,Never married,Passed Degree / Diploma,Service worker and shop and market sales worker,Private sector employee,21,175.63,1,1,1,0,1,0,0,0,1,0,690,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,32000,Cement Block,Tile,Non smart meter,FALSE,FALSE,-0.10561165447551679
ID0087,100.08,100,20.493738881261596,25,25,0,5,36.2,34,0,61,151.2,2,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 12,NA,NA,17,201.3,1,1,0,0,1,0,1,0,0,1,2680,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,70000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,0.9877038523311898
ID0088,194.64,169,71.24188842715125,25,25,0,2,76,76,71,81,168,0,1,1,Female,Sinhala,Buddhism,Widowed,Passed Grade 10,NA,NA,13,181.5,1,1,0,0,1,0,1,0,1,0,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,70000,Brick,Asbestos,Non smart meter,FALSE,FALSE,-0.13536535004424294
ID0089,139.72,137,28.29829205682444,25,25,0,5,37.4,29,15,60,45.6,3,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,"Legislator, senior official, and manager",Government employee,17,220.75,1,1,0,1,1,0,0,0,0,0,3200,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - More than 2 floors,SEC A,60000,Brick,Concrete,Non smart meter,FALSE,FALSE,1.204893799112291
ID0090,67.88,67,6.508456038109192,25,25,0,2,61.5,61.5,46,77,138,1,0,2,Female,Sinhala,Roman Catholicism,Widowed,Passed G.C.E.(O/L),NA,NA,9,175.05,1,1,0,0,0,0,0,0,1,0,750,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,40000,Brick,Tile,Non smart meter,FALSE,FALSE,-0.9030765963994655
ID0091,106.52,110,17.649645888799014,25,25,0,3,36.666666666666664,43,19,48,112,1,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Professional,Government employee,22,141.93,1,1,0,0,1,1,0,0,0,0,1200,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Double Floor,SEC A,80000,Brick,Concrete,Smart meter,FALSE,FALSE,0.5259834462687111
ID0092,110.08,109,12.812493902437572,25,25,0,3,44.666666666666664,55,21,58,144.66666666666666,2,2,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Professional,Government employee,18,210.24,1,1,0,0,1,0,0,0,0,0,2000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,90000,Brick,Asbestos,Non smart meter,FALSE,FALSE,1.0381537075175555
ID0093,176.64,181,24.45042603582468,25,25,0,5,32,20,14,56,136.2,1,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Professional,Private sector employee,23,265.75,1,1,0,0,1,0,1,0,1,0,2000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,50000,Brick,Asbestos,Smart meter,FALSE,FALSE,1.2801434662979718
ID0094,156.36,145,30.97294518339083,25,25,0,5,40.6,35,4,70,136.2,2,2,3,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Grade 10,NA,NA,16,23.721,0,1,0,0,0,0,1,0,1,0,3000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,90000,Brick,Tile,Non smart meter,FALSE,FALSE,0.31416659696238824
ID0095,83,85,31.88259713385972,25,25,1,3,49.666666666666664,51,26,72,129.33333333333334,1,1,2,Female,Sinhala,Buddhism,Widowed,Passed G.C.E.(A/L) or equivalent,Professional,Government employee,18,206.5,1,1,0,0,1,0,0,0,0,0,2000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,150000,Brick,Concrete,Smart meter,FALSE,FALSE,1.667416200304581
ID0096,157.2,177,71.53670386591767,25,25,2,4,35.5,36.5,17,52,109.75,3,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Professional,Government employee,10,170.5,1,0,0,0,1,0,0,0,0,0,2000,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Double Floor,SEC B,80000,Brick,Asbestos,Non smart meter,FALSE,FALSE,0.11289733132368333
ID0097,132.16,132,11.545850625513337,25,25,0,5,25.4,14,10,50,122.4,1,2,3,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Service worker and shop and market sales worker,Private sector employee,15,242.3,1,1,0,0,1,0,0,0,0,0,1000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,100000,Brick,Asbestos,Non smart meter,FALSE,FALSE,0.665823411047536
ID0098,62.8,61,23.27373340628157,25,25,0,6,27.166666666666668,19,13,54,19.333333333333332,1,2,4,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed Grade 5,NA,NA,12,203.25,1,1,0,0,1,1,1,0,0,0,364,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,70000,Cement Block,Concrete,Smart meter,FALSE,FALSE,-0.36512292275127606
ID0099,32,33,4.4628092796652945,25,25,0,1,76,76,76,76,168,0,1,0,Male,Sinhala,Buddhism,Widowed,Passed Grade 10,Professional,Government employee,4,0,1,0,0,0,1,1,0,0,0,0,1900,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,25000,Brick,Asbestos,Non smart meter,FALSE,FALSE,-1.890773206019937
ID0100,120.92,114,28.31948681267606,25,25,0,4,22.25,21.5,4,42,102.25,2,1,3,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,"Legislator, senior official, and manager",Private sector employee,16,185.52,1,1,0,0,1,0,1,1,0,0,1104,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Double Floor,SEC A,34000,Brick,Asbestos,Non smart meter,FALSE,FALSE,-0.2325425407043305
ID0101,148.92,148,22.28773952946627,25,25,0,3,33.333333333333336,46,4,50,48,0,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),NA,NA,15,77.25,1,1,0,0,0,0,0,0,0,0,600,1,"Yes, I or a household member owns it.",Single House - More than 2 floors,SEC D,100000,Brick,Asbestos,Non smart meter,FALSE,FALSE,-0.38792904855652643
ID0102,163.72,165,12.52836781069266,25,25,0,8,33.375,27,1,75,150.25,1,6,2,Female,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed G.C.E.(O/L),NA,NA,13,188.75,1,1,0,0,1,0,1,0,0,0,700,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,40000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,-0.5488615616972216
ID0103,256.24,251,62.57813782251221,25,25,0,2,28,28,28,28,108,2,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,Technician and associate professional,Private sector employee,19,187.96,1,1,1,0,1,0,0,0,0,1,1064,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,80000,Cement Block,Asbestos,Non smart meter,FALSE,FALSE,0.4878969146421504
ID0104,242.36,249,53.10436265819724,25,25,0,2,61.5,61.5,60,63,10,1,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,NA,NA,25,227.5,1,1,0,0,1,0,0,0,0,1,2000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,100000,Brick,Asbestos,Smart meter,FALSE,FALSE,1.7675332212272794
ID0105,150.96,150,30.47468895110607,25,25,0,4,30.75,29,11,54,124,2,3,1,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,"Legislator, senior official, and manager",Government employee,21,281.5,1,1,0,1,1,0,0,0,0,0,1600,1,"Yes, I or a household member owns it.",Single House - More than 2 floors,SEC A,60000,Brick,Metal Sheet,Non smart meter,FALSE,FALSE,1.1513719545797025
ID0106,141.56,142,18.405343427023215,25,25,0,4,33,33.5,19,46,112.5,3,3,1,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Degree / Diploma,"Legislator, senior official, and manager",Private sector employee,39,208,1,1,1,1,1,0,1,0,0,0,1800,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,250000,Brick,Asbestos,Smart meter,FALSE,FALSE,4.258786959260137
ID0107,206.36,213,57.44336341127667,25,25,0,4,41.75,45.5,8,68,132.75,1,2,2,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(A/L) or equivalent,Professional,Own account worker,20,216.25,1,1,0,0,1,0,0,0,0,0,1800,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC C,15000,Brick,Asbestos,Non smart meter,FALSE,FALSE,0.3246895305450873
ID0108,178.76,179,12.173331507849444,25,25,0,10,34.2,37,4,76,117.1,4,5,5,Male,Sinhala,Buddhism,Currently married (registered),Passed Grade 8,Service worker and shop and market sales worker,Own account worker,16,270.91,1,1,0,0,1,0,1,0,0,0,350,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC C,125000,Cement Block,Concrete,Smart meter,FALSE,FALSE,0.8884425818602009
ID0110,123.8,123,17.233687939614086,25,25,0,5,44.2,41,9,67,135.2,1,3,2,Male,Sinhala,Buddhism,Currently married (customary),Passed G.C.E.(A/L) or equivalent,NA,NA,20,200.41,1,1,0,1,1,0,1,0,0,0,1397,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC A,75000,Brick,Asbestos,Non smart meter,FALSE,FALSE,0.7176829183279314
ID0111,169.76,171,15.623913295543682,25,25,0,6,45,32,27,93,155,4,2,4,Female,Sinhala,Buddhism,Widowed,Passed G.C.E.(O/L),Elementary occupation,Own account worker,19,187,1,1,0,0,1,0,1,0,0,0,1100,1,"No, I am living on rent and the rent is paid by me or a household member.",Single House - Single Floor,SEC C,60000,I am not aware of that,Asbestos,Non smart meter,FALSE,FALSE,0.281649965972597
ID0112,105.72,79,72.53821981089233,25,25,0,2,40.5,40.5,25,56,68,2,0,2,Female,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Professional,Semi government employee,15,189.5,1,1,0,0,0,0,1,0,0,0,1200,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,70000,Cement Block,Concrete,Non smart meter,FALSE,FALSE,0.14364682856090197
ID0113,188.68,184,20.67349349610107,25,25,0,4,34,34,15,53,119.625,1,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(O/L),Elementary occupation,Own account worker,21,185.3,1,1,0,0,1,0,1,1,0,0,1050,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,50000,Brick,Tile,Non smart meter,FALSE,FALSE,0.2941356990611375
ID0114,170.2,164,27.7173231030704,25,25,0,5,62.2,58,26,90,126,0,3,2,Male,Sinhala,Roman Catholicism,Currently married (registered),Passed Degree / Diploma,"Legislator, senior official, and manager",Private sector employee,26,375.9,1,1,0,0,1,0,0,0,0,1,2800,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,120000,Brick,Asbestos,Smart meter,FALSE,FALSE,3.194342286180476
ID0115,240.6,231,83.39114661241524,25,25,0,2,31.5,31.5,30,33,168,2,1,1,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Professional,Private sector employee,27,212.5,1,1,1,0,1,0,1,0,0,0,1400,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,80000,Cement Block,Concrete,Smart meter,FALSE,FALSE,1.3665565084310465
ID0116,89.76,94,15.38473269186046,25,25,0,3,40.333333333333336,53,14,54,121,1,1,2,Male,Sinhala,Buddhism,Currently married (registered),Passed Degree / Diploma,"Legislator, senior official, and manager",Government employee,17,219,1,1,0,1,1,0,0,0,0,0,1700,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,100000,Brick,Asbestos,Smart meter,FALSE,FALSE,0.9900574748741705
ID0117,127.12,126,24.369242909864887,25,25,0,4,39,32.5,9,82,141.75,0,3,1,Female,Sinhala,Buddhism,Widowed,Passed G.C.E.(O/L),NA,NA,7,182.25,1,1,0,0,1,0,0,0,0,0,1200,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,70000,Brick,Asbestos,Non smart meter,FALSE,FALSE,-0.49947275400593716
ID0118,134.36,131,14.702267398828884,25,25,0,3,46.666666666666664,54,30,56,116,1,1,2,Male,Sinhala,Buddhism,Currently married (customary),Passed Grade 10,Craft and related worker,Employer,14,213,1,1,0,0,0,0,1,0,0,0,840,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,90000,Brick,Asbestos,Non smart meter,FALSE,FALSE,0.25713652266677306
ID0119,46.6,47,10.977249200050077,25,25,0,4,34,32,13,59,124.5,1,2,2,Male,Sinhala,Buddhism,Currently married (registered),Passed G.C.E.(A/L) or equivalent,Professional,Semi government employee,4,1.66,0,1,0,0,0,0,0,0,0,0,520,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC B,35000,Brick,Asbestos,Non smart meter,FALSE,FALSE,-2.3609310643093284
ID0120,32.4,30,13.81725973797506,25,25,0,2,67,67,61,73,120,0,0,2,Female,Sinhala,Buddhism,Never married,Passed Grade 12,NA,NA,4,1.75,0,1,0,0,1,0,0,0,0,0,600,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC D,20000,Mud,Tile,Non smart meter,FALSE,FALSE,-2.4887261391938615
ID0121,148.2,148,17.599715906798043,25,25,0,5,30.2,19,12,56,44.2,0,3,2,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Passed Grade 9,NA,NA,4,78,1,1,0,0,1,0,0,0,0,0,250,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC E,20000,Cement Block,Tile,Non smart meter,FALSE,FALSE,-2.2294928120998057
ID0123,159.2,155,17.068489485989478,25,25,0,4,35,35,16,54,90,2,1,3,Male,Sinhala,Buddhism,Currently married (registered),Passed post Graduate Degree / Diploma,Professional,Government employee,15,187.5,1,1,0,0,1,1,0,0,0,0,1500,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,100000,Brick,Asbestos,Smart meter,FALSE,FALSE,0.5852469304500375
ID0125,169.84,172,16.908281994336384,25,25,0,7,29.571428571428573,26,0,58,94,3,3,4,Male,Sinhala,Islam,Currently married (registered),Passed Grade 10,Clerk,Private sector employee,13,181.7,1,1,0,0,1,0,0,0,0,0,250,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC E,60000,Brick,Tile,Non smart meter,FALSE,FALSE,-0.5616704905068628
ID0126,24.64,23,7.005236136871714,25,25,0,3,62,73,40,73,142,0,2,1,Male,Sinhala,Buddhism,Currently married (customary),Passed Degree / Diploma,NA,NA,10,45.08,0,1,0,0,0,0,0,0,0,0,3000,1,"Yes, I or a household member owns it.",Single House - Single Floor,SEC B,40000,Brick,Asbestos,Smart meter,FALSE,FALSE,-0.5657974650356452
ID0127,366.12,375,99.06997527000802,25,25,0,4,44.5,50.5,16,61,141.25,0,2,2,Male,Sinhala,Buddhism,Currently married (customary),Passed Degree / Diploma,"Legislator, senior official, and manager",Government employee,20,188.98,1,1,0,0,0,0,0,0,0,0,2000,1,"Yes, I or a household member owns it.",Single House - Double Floor,SEC A,250000,Cement Block,Asbestos,Smart meter,FALSE,TRUE,2.8068454806513095
